PLAYER NAME,AVG_APPROACH_BIRDIE_OR_BETTER,AVG_APPROACH_BOGEY_OR_WORSE,AVG_APPROACH_PAR,AVG_APPROACH_SHOT_DISTANCE,FAIRWAY_APPROACH_RTP,GIR_PCT_FAIRWAY_BUNKER,GIR_PCT_FAIRWAY,GIR_PCT_OTHER,GIR_PCT_OVERALL,GIR_PCT_100-125,GIR_PCT_OVER_100,GIR_PCT_125-150,GIR_PCT_150-175,GIR_PCT_175-200,GIR_PCT_OVER_200,GIR_PCT_75-100,GIR_PCT_UNDER_100,GIR_PCT_UNDER_125,GIR_PCT_UNDER_75,GREEN_PCT_SAND_SAVES,GREEN_PCT_SCRAMBLE,GREEN_PCT_SCRAMBLE_FRINGE,GREEN_PCT_SCRAMBLE_ROUGH,GREEN_PCT_SCRAMBLE_SAND,FINISHES_FEDEXCUP_BONUS,FINISHES_OFFICIAL_MONEY,FINISHES_TOP10,FINISHES_OFFICIAL_UNOFFICIAL_MONEY,TEE_AVG_APEX,TEE_AVG_BALL_SPEED,TEE_BALL_STRIKING,TEE_AVG_CARRY,TEE_LONGEST_CARRY_DISTANCE,TEE_AVG_CARRY_EFF,TEE_AVG_CLUB_HEAD_SPEED,TEE_AVG_DISTANCE_FROM_CENTER_FR,TEE_DRIVING_ACCURACY_PCT,TEE_AVG_DRIVING_DISTANCE,TEE_AVG_FAIRWAY_BUNKER_TENDENCY_PCT,TEE_AVG_FIR_PCT,TEE_AVG_LAUNCH_ANGLE,TEE_AVG_LEFT_ROUGH_TENDENCY_PCT,TEE_LONGEST_DRIVES,TEE_AVG_RIGHT_ROUGH_TENDENCY_PCT,TEE_AVG_SMASH_FACTOR,TEE_AVG_SPIN_RATE,PUTTING_AVG_ONE_PUTTS,PUTTING_AVG_TWO_PUTTS,PUTTING_AVG_THREE_PUTTS,PUTTING_APPROACH_PERFORMANCE,PUTTING_AVG_DIST_BIRDIE,PUTTING_AVG_DIST_EAGLE,PUTTING_AVG_DIST_MADE,PUTTING_PCT_BIRDIE_OR_BETTER,PUTTING_AVG_OVERALL,PUTTING_AVG_PUTTS,SCORING_AVG_BIRDIES,SCORING_PCT_BIRDIE_OR_BETTER,SCORING_BIRDIE_BOGEY_RATIO,SCORING_BOGEY_AVERAGE,SCORING_EAGLES_PER_HOLE,SCORING_PAR3_AVERAGE,SCORING_PAR4_AVERAGE,SCORING_PAR5_AVERAGE,SCORING_ROUNDS_IN_60S,SCORING_AVG_OVERALL,SCORING_TOTAL_BIRDIES,SCORING_TOTAL_EAGLES,STREAKS_CUTS_MADE,STREAKS_FIRS_MADE,STREAKS_GIRS_MADE,STREAKS_HOLES_UNDER_PAR
Cheng Tsung Pan,179.4,168.3,166.5,169.2,-0.053,43.6,76.6,52.58,67.26,84.29,62.52,70.63,68.97,52.98,40.0,81.08,87.9,86.6,90.8,46.24,54.24,82.61,51.65,43.33,,"$329,997",,"$329,997","91' 5""",165.06,263.0,269.6,312.3,2.461,109.53,"23' 4""",60.26,287.0,6.5,62.08,10.55,16.28,366.0,12.42,1.508,2439.2,6.16,11.05,,"2' 1""","8' 7""","6' 6""","61' 9""",25.3,1.6569999999999998,29.82,3.21,18.25,1.04,2.79,4.0,3.05,4.09,4.67,18.0,71.637,180.0,4.0,,2.0,7.0,4.0
Mackenzie Hughes,179.5,164.7,158.2,163.7,-0.128,36.1,78.21,44.8,63.41,72.46,59.89,62.75,61.94,50.27,52.98,79.66,85.31,79.68,88.14,54.4,60.52,96.43,54.45,58.24,620000.0,"$2,079,951",4.0,"$2,079,951","114' 1""",171.65,340.0,285.3,333.2,2.478,115.14,"24' 2""",55.77,298.7,7.1,56.1,11.29,15.33,376.0,16.38,1.4909999999999999,2656.2,7.5,9.83,,"2' 2""","11' 3""","21' 4""","80' 8""",30.87,1.5659999999999998,28.19,3.71,21.03,1.34,2.46,5.0,3.0,4.03,4.68,31.0,70.589,260.0,5.0,9.0,0.0,1.0,5.0
Rafa Cabrera Bello,179.6,173.7,166.6,170.5,-0.084,35.7,72.23,50.0,63.84,77.78,60.51,75.41,59.35,51.77,43.16,69.23,78.57,78.26,81.4,37.93,57.97,92.59,50.0,40.43,70000.0,"$646,577",,"$646,577","90' 8""",165.57,281.0,272.2,312.2,2.476,109.94,"26' 2""",62.55,293.7,5.1,61.21,10.22,11.95,352.0,19.67,1.507,2440.0,7.51,9.91,,"2' 2""","9' 2""","12' 8""","71' 9""",31.2,1.5959999999999999,28.74,3.64,20.55,1.17,2.72,3.0,3.04,4.04,4.73,20.0,71.285,193.0,3.0,,0.0,0.0,4.0
Patrick Reed,179.7,171.2,163.7,168.6,-0.16899999999999998,52.2,79.0,53.63,65.32,76.27,59.26,73.13,60.66,48.63,40.12,76.62,86.64,83.29,91.18,60.61,63.64,97.62,56.97,60.98,960000.0,"$4,250,060",8.0,"$4,500,060","83' 11""",173.63,314.0,275.3,318.3,2.3480000000000003,117.24,"24' 0""",56.08,296.0,7.4,56.5,7.78,16.52,385.0,17.07,1.4809999999999999,2813.9,7.99,9.45,,"2' 0""","9' 11""","8' 2""","77' 2""",35.37,1.55,27.89,4.23,24.1,1.69,2.27,8.0,3.08,3.95,4.57,37.0,69.586,313.0,8.0,8.0,1.0,1.0,4.0
Sungjae Im,179.7,161.7,162.2,166.1,-0.111,55.3,79.31,49.57,67.08,75.16,62.43,68.12,62.8,58.87,46.24,74.07,82.87,80.18,86.34,58.82,62.12,92.31,57.89,58.76,750000.0,"$4,337,811",7.0,"$4,337,811","99' 9""",171.72,103.0,283.6,340.6,2.455,115.51,"23' 1""",64.48,300.5,6.9,65.27,9.33,11.49,373.0,13.76,1.486,2785.0,7.56,9.79,0.01,"2' 2""","9' 1""","23' 10""","72' 7""",33.27,1.5759999999999998,28.36,4.15,23.4,1.62,2.35,6.0,3.05,3.98,4.55,47.0,69.987,390.0,6.0,2.0,8.0,3.0,4.0
Richy Werenski,179.7,164.4,162.5,166.5,-0.128,50.0,77.53,51.37,66.67,76.77,63.8,68.1,63.59,56.16,56.78,92.5,89.33,84.34,88.18,50.94,59.52,96.97,58.65,50.0,175000.0,"$1,716,407",3.0,"$1,716,407","101' 1""",168.47,242.0,278.3,317.5,2.4930000000000003,111.62,"23' 1""",57.98,298.1,6.1,56.37,11.12,16.4,371.0,17.13,1.5090000000000001,2379.1,7.41,9.93,,"2' 0""","11' 2""","3' 8""","77' 11""",31.49,1.5859999999999999,28.55,3.89,22.02,1.44,2.48,4.0,2.93,4.02,4.69,25.0,70.57300000000001,218.0,4.0,2.0,0.0,2.0,4.0
Bo Hoag,179.8,158.4,159.2,162.9,-0.054000000000000006,45.5,79.05,56.81,69.98,82.91,66.34,68.61,66.32,59.38,55.34,86.89,91.41,87.86,94.12,40.19,56.35,92.31,56.69,34.21,101000.0,"$621,518",1.0,"$621,518","86' 9""",166.89,93.0,271.8,317.6,2.44,111.4,"24' 1""",63.18,294.7,6.4,62.96,9.89,13.76,385.0,13.18,1.495,2414.3,6.46,10.99,,"2' 4""","11' 0""",,"74' 3""",28.0,1.652,29.73,3.55,20.07,1.31,2.69,4.0,3.01,4.03,4.64,27.0,71.193,238.0,4.0,,2.0,0.0,4.0
Cameron Champ,179.8,157.4,159.8,163.9,-0.133,40.0,82.13,51.28,67.7,69.08,62.26,71.29,58.1,60.31,46.77,76.06,80.89,76.85,82.43,48.18,57.99,88.64,56.76,47.5,445333.0,"$2,290,839",2.0,"$2,290,839","98' 4""",189.18,126.0,300.8,369.1,2.3680000000000003,127.0,"24' 1""",56.36,322.0,4.1,56.01,5.98,18.16,413.0,18.99,1.49,2772.7,6.96,10.14,,"2' 4""","8' 9""","18' 3""","72' 11""",32.98,1.63,29.34,4.04,23.02,1.38,2.7,7.0,3.09,4.0,4.61,30.0,70.868,283.0,7.0,2.0,3.0,1.0,4.0
Charley Hoffman,179.8,157.9,158.9,163.7,-0.11800000000000001,53.6,80.81,56.74,68.36,74.77,64.33,76.76,66.12,54.2,45.63,81.13,87.43,82.65,90.0,53.4,55.36,89.29,51.52,53.73,110000.0,"$932,875",2.0,"$1,024,125","99' 10""",170.3,226.0,278.4,315.6,2.448,113.77,"25' 5""",56.85,296.5,10.4,55.87,10.82,11.6,349.0,17.62,1.5019999999999998,2651.1,7.19,10.15,0.02,"2' 5""","8' 11""","10' 3""","74' 9""",33.79,1.607,28.93,4.22,24.11,1.51,2.37,7.0,3.05,4.03,4.56,21.0,71.06,249.0,7.0,,3.0,4.0,5.0
Lucas Glover,179.9,167.0,163.3,167.6,-0.09699999999999999,45.7,77.94,56.67,68.74,80.17,64.71,76.39,67.38,53.68,41.96,82.69,86.32,83.92,87.68,49.18,57.03,83.33,49.51,51.32,101000.0,"$728,355",1.0,"$728,355","82' 8""",171.04,54.0,273.5,338.9,2.41,113.49,"24' 0""",64.63,301.6,6.6,65.19,8.77,10.89,373.0,13.75,1.507,2290.8,6.81,10.36,0.01,"2' 3""","9' 2""","1' 7""","69' 10""",31.16,1.6369999999999998,29.46,3.93,22.14,1.34,2.61,4.0,3.04,4.02,4.69,28.0,71.12,263.0,4.0,,2.0,1.0,5.0
Scott Harrington,180.0,157.9,158.9,162.9,-0.08900000000000001,53.7,77.12,50.76,64.46,75.35,59.09,62.58,57.37,57.86,39.67,84.91,85.71,81.53,85.99,57.72,55.63,85.71,47.49,60.92,105000.0,"$951,211",1.0,"$951,211","106' 5""",180.76,208.0,294.2,350.1,2.428,121.17,"24' 8""",58.36,307.1,7.2,60.61,8.26,12.55,402.0,15.35,1.492,2778.6,6.96,10.21,,"2' 3""","9' 7""","16' 5""","77' 4""",30.16,1.6280000000000001,29.31,3.59,20.34,1.12,2.87,5.0,3.08,4.08,4.61,21.0,71.583,244.0,5.0,,2.0,0.0,4.0
Rickie Fowler,180.0,159.4,165.0,167.6,-0.159,48.3,80.85,43.58,66.54,75.0,61.73,71.05,59.88,53.78,51.04,77.42,82.64,79.66,84.07,47.95,60.38,94.74,62.5,44.23,105000.0,"$947,309",2.0,"$1,072,309","116' 6""",171.21,157.0,286.0,325.4,2.516,113.69,"26' 2""",64.84,294.9,5.1,65.03,11.26,11.71,431.0,15.73,1.507,2787.6,7.5,9.84,,"2' 2""","9' 7""","23' 9""","75' 2""",33.33,1.5859999999999999,28.55,3.93,22.98,1.52,2.48,9.0,2.98,4.01,4.58,23.0,70.499,173.0,9.0,,3.0,1.0,5.0
Dustin Johnson,180.2,160.1,160.2,165.3,-0.184,36.1,81.08,52.84,69.27,71.3,65.58,68.84,63.69,63.93,60.0,77.78,84.54,79.8,87.14,54.17,60.52,89.29,61.17,60.71,15000000.0,"$5,837,267",7.0,"$5,837,267","115' 1""",178.74,55.0,301.9,390.6,2.525,119.56,"26' 9""",59.07,311.0,5.5,58.6,10.8,18.26,393.0,13.09,1.495,2330.3,7.43,9.82,0.02,"2' 2""","10' 0""","21' 0""","80' 5""",35.2,1.5859999999999999,28.55,4.35,25.74,1.8,2.24,14.0,3.03,3.94,4.53,32.0,69.32300000000001,213.0,14.0,5.0,2.0,5.0,5.0
Emiliano Grillo,180.3,166.2,163.6,167.5,-0.065,65.7,80.63,57.65,71.54,73.96,66.67,74.84,71.58,59.86,48.08,82.35,86.34,81.71,88.18,46.74,53.15,81.25,48.18,44.62,105000.0,"$849,538",3.0,"$849,538","98' 3""",171.03,36.0,281.2,309.7,2.471,113.79,"23' 8""",66.11,295.7,5.2,64.23,9.28,13.56,347.0,13.56,1.5030000000000001,2681.0,6.08,11.11,,"2' 3""","8' 8""","15' 11""","65' 11""",28.95,1.679,30.23,3.77,21.62,1.32,2.69,8.0,3.04,4.02,4.63,22.0,70.96300000000001,245.0,8.0,4.0,3.0,3.0,4.0
Chris Baker,180.3,161.9,162.7,166.0,-0.07400000000000001,31.8,81.51,53.59,70.07,79.75,65.02,65.71,68.85,65.31,43.9,87.88,91.51,86.49,93.15,50.77,59.47,85.71,58.49,54.17,,"$270,300",,"$270,300","100' 1""",167.07,86.0,275.2,299.1,2.452,112.22,"23' 10""",69.49,289.5,4.8,70.56,10.12,9.31,344.0,13.64,1.4880000000000002,2799.5,6.22,10.86,,"2' 5""","9' 1""","16' 7""","69' 2""",26.95,1.671,30.08,3.45,19.84,1.35,2.35,6.0,3.04,4.04,4.61,21.0,71.17,169.0,6.0,5.0,3.0,0.0,4.0
Max Homa,180.4,166.2,160.6,165.4,-0.095,54.9,76.78,48.76,64.6,68.64,59.3,67.86,61.88,56.44,37.9,76.47,81.45,76.99,83.66,49.04,59.87,97.06,57.72,50.0,140000.0,"$1,453,056",4.0,"$1,453,056","108' 0""",177.6,252.0,290.4,325.9,2.447,118.68,"24' 1""",58.94,300.6,6.4,58.4,8.91,17.79,385.0,13.41,1.496,2891.6,7.21,10.14,,"2' 3""","8' 6""","13' 7""","68' 10""",30.54,1.5919999999999999,28.66,3.66,20.79,1.34,2.47,6.0,3.05,4.03,4.64,27.0,70.942,256.0,6.0,,0.0,0.0,6.0
Justin Rose,180.5,162.2,164.8,167.9,-0.11199999999999999,45.5,72.9,46.92,63.16,63.93,58.87,68.27,56.25,53.91,53.52,81.82,83.81,76.51,84.34,61.29,57.54,90.0,45.07,65.22,105000.0,"$965,656",2.0,"$1,113,156","114' 8""",170.89,247.0,286.9,326.8,2.4859999999999998,115.37,"24' 1""",60.34,299.6,7.2,59.65,11.76,14.47,362.0,14.25,1.486,2456.0,7.47,9.79,,"2' 3""","8' 9""","3' 3""","72' 8""",34.88,1.591,28.63,4.0,22.95,1.28,2.84,5.0,3.07,4.05,4.53,18.0,70.589,152.0,5.0,,2.0,1.0,3.0
Abraham Ancer,180.8,161.5,164.9,167.8,-0.135,38.8,77.59,48.77,66.97,73.04,61.79,68.52,62.39,61.02,44.03,72.22,82.47,78.96,86.43,49.18,64.77,91.89,71.11,49.4,527500.0,"$2,903,306",4.0,"$2,903,306","91' 10""",167.78,124.0,272.3,363.5,2.437,111.72,"23' 8""",64.44,297.5,6.3,62.96,10.06,10.86,383.0,17.5,1.5019999999999998,2578.9,7.46,10.03,,"2' 2""","9' 0""","19' 11""","71' 10""",31.35,1.5919999999999999,28.65,3.8,21.55,1.6,2.2,6.0,2.97,3.99,4.63,38.0,69.892,281.0,6.0,2.0,3.0,3.0,4.0
D.J. Trahan,180.9,165.2,159.0,164.3,-0.052000000000000005,52.4,77.65,57.33,68.2,71.43,65.04,71.17,67.5,56.44,57.14,87.5,86.11,80.34,85.29,45.45,57.62,89.29,58.33,47.27,,"$345,471",1.0,"$345,471","92' 9""",168.81,79.0,275.8,309.6,2.452,112.48,"24' 7""",64.69,297.6,4.6,63.7,11.04,14.13,384.0,12.83,1.5019999999999998,2095.8,6.6,10.55,,"2' 2""","8' 5""",,"64' 1""",29.64,1.6380000000000001,29.49,3.81,21.39,1.31,2.55,2.0,3.09,4.02,4.66,19.0,71.307,179.0,2.0,,0.0,0.0,4.0
Bronson Burgoon,181.1,171.0,159.4,165.9,-0.152,57.1,77.38,52.67,66.88,77.53,62.83,65.84,64.86,55.28,49.46,77.14,85.62,82.55,88.29,53.33,59.49,83.33,53.38,51.85,70000.0,"$589,539",1.0,"$589,539","105' 5""",167.8,246.0,281.8,325.2,2.53,111.4,"23' 6""",59.57,294.6,7.8,58.44,11.86,10.03,378.0,19.59,1.508,2428.7,7.51,9.79,0.02,"2' 4""","10' 0""","19' 3""","80' 4""",33.49,1.579,28.42,4.15,23.58,1.51,2.62,5.0,2.95,4.01,4.59,28.0,70.809,220.0,5.0,,0.0,0.0,5.0
Scott Stallings,181.1,157.2,163.4,166.5,-0.134,41.3,81.19,57.0,69.65,86.0,66.62,70.29,64.62,61.54,55.08,82.5,85.71,85.82,86.62,48.28,59.84,89.29,59.31,50.72,101000.0,"$664,849",2.0,"$664,849","89' 11""",171.18,182.0,276.8,317.9,2.421,114.33,"25' 3""",57.31,297.6,6.2,58.89,8.92,14.11,356.0,15.88,1.4969999999999999,2411.2,7.0,10.3,,"2' 2""","9' 9""","18' 8""","73' 1""",31.14,1.6130000000000002,29.03,3.88,22.64,1.6,2.28,13.0,2.98,3.98,4.63,30.0,70.727,260.0,13.0,,0.0,0.0,4.0
Sebastián Muñoz,181.5,160.0,164.7,167.9,-0.127,39.7,78.54,50.75,66.34,73.55,62.56,68.95,66.45,53.67,49.73,76.47,85.11,81.25,88.39,50.0,62.48,89.47,58.46,52.69,960000.0,"$2,864,142",5.0,"$2,864,142","97' 0""",175.37,146.0,285.5,341.3,2.4,118.97,"24' 10""",60.42,302.3,5.3,60.9,9.27,15.92,386.0,14.44,1.4709999999999999,2673.1,7.33,9.86,0.02,"2' 5""","9' 2""","14' 7""","75' 0""",32.44,1.587,28.57,4.05,23.02,1.57,2.26,8.0,3.01,4.01,4.59,36.0,70.485,340.0,8.0,4.0,6.0,7.0,7.0
Danny Willett,181.6,171.9,166.6,170.7,-0.07400000000000001,40.0,75.48,48.4,62.5,75.41,56.42,61.11,57.48,50.54,41.98,75.86,85.0,81.77,87.91,56.76,54.07,100.0,45.83,63.16,70000.0,"$621,028",1.0,"$621,028","115' 4""",170.28,326.0,286.7,337.4,2.541,112.84,"24' 4""",55.36,301.2,5.7,55.81,12.53,17.77,376.0,17.31,1.5090000000000001,2362.3,7.53,9.73,,"2' 5""","9' 6""",,"73' 5""",31.33,1.599,28.78,3.63,20.28,1.01,3.18,1.0,3.14,4.07,4.73,9.0,71.805,145.0,1.0,,2.0,2.0,3.0
Sung Kang,181.6,163.9,166.9,169.3,-0.055,49.2,76.94,55.41,65.3,71.43,60.35,73.1,58.26,51.3,45.32,76.0,85.11,80.16,87.57,44.44,54.17,92.86,51.05,40.0,110000.0,"$1,560,024",2.0,"$1,560,024","118' 1""",172.19,249.0,286.6,353.7,2.502,114.58,"25' 11""",55.63,303.4,7.1,55.28,12.55,15.21,408.0,18.0,1.5030000000000001,2404.2,6.79,10.25,0.01,"2' 4""","9' 5""","38' 8""","69' 10""",29.86,1.626,29.27,3.64,20.7,1.08,3.0,6.0,3.12,4.07,4.65,25.0,71.48899999999999,266.0,6.0,,0.0,0.0,3.0
Bubba Watson,181.6,165.3,162.7,167.2,-0.10099999999999999,52.9,80.68,53.75,67.68,73.45,63.75,68.28,68.84,57.43,47.11,84.13,81.35,78.9,80.42,45.36,58.07,84.85,59.06,43.86,165000.0,"$1,565,323",3.0,"$1,756,573","101' 9""",180.69,117.0,293.2,369.5,2.406,121.88,"23' 11""",57.93,311.0,6.4,57.65,8.61,15.55,431.0,15.93,1.482,2745.4,6.76,10.58,,"2' 0""","9' 2""","21' 6""","69' 8""",29.5,1.619,29.14,3.67,21.13,1.36,2.59,9.0,3.12,3.98,4.62,33.0,70.308,242.0,9.0,4.0,2.0,0.0,4.0
Matt Jones,181.7,167.0,159.3,165.2,-0.084,51.5,76.79,54.15,66.23,73.24,61.53,67.14,68.24,49.51,47.06,82.69,86.19,80.97,87.34,58.33,58.01,86.96,56.93,55.45,105000.0,"$996,369",2.0,"$996,369","92' 3""",172.78,246.0,279.6,339.9,2.431,115.02,"24' 2""",59.17,297.3,7.6,60.27,8.55,12.79,369.0,15.15,1.506,2757.7,7.01,10.25,,"2' 1""","9' 2""","39' 7""","72' 1""",31.01,1.618,29.13,3.76,21.42,1.29,2.68,7.0,3.1,4.04,4.52,30.0,70.817,286.0,7.0,2.0,1.0,0.0,5.0
Matt Kuchar,182.0,169.8,162.8,167.7,-0.092,53.7,76.64,47.96,64.98,75.0,61.06,71.62,65.61,51.79,43.8,77.08,84.91,81.38,88.29,58.43,60.91,91.67,59.15,55.07,150000.0,"$1,515,585",1.0,"$1,623,585","96' 5""",163.14,276.0,271.0,320.5,2.487,108.98,"25' 11""",65.82,282.9,6.0,66.08,10.93,15.43,374.0,9.9,1.4969999999999999,2549.0,7.38,10.13,,"2' 1""","9' 3""","24' 3""","72' 0""",31.65,1.579,28.43,3.79,21.53,1.44,2.41,5.0,3.05,4.0,4.62,27.0,70.312,212.0,5.0,2.0,2.0,2.0,4.0
Aaron Baddeley,182.0,168.7,164.6,168.9,-0.067,41.0,75.96,50.75,64.89,70.31,60.41,67.27,59.4,60.99,44.71,85.71,88.1,82.11,89.29,56.25,61.28,90.48,56.52,61.9,,"$286,504",,"$286,504","88' 0""",166.74,344.0,268.8,298.1,2.414,111.37,"23' 5""",59.51,284.9,7.6,58.17,7.9,13.23,348.0,17.51,1.4980000000000002,2929.4,7.55,9.79,,"2' 2""","9' 0""","19' 7""","72' 3""",32.97,1.578,28.4,3.96,22.34,1.44,2.47,3.0,3.02,4.0,4.7,17.0,71.291,186.0,3.0,,0.0,2.0,3.0
Collin Morikawa,182.1,166.7,166.4,170.2,-0.155,56.1,77.93,54.4,69.03,80.14,64.8,72.69,62.82,58.72,52.5,92.45,88.41,85.22,87.22,53.97,59.42,97.73,53.96,52.17,1900000.0,"$5,250,868",7.0,"$5,250,868","111' 6""",168.1,59.0,283.1,321.1,2.4930000000000003,113.56,"23' 0""",65.54,297.3,5.7,65.33,11.97,12.26,379.0,14.57,1.48,2303.3,7.19,10.0,0.03,"2' 3""","9' 4""","7' 6""","72' 1""",32.66,1.61,28.99,4.05,23.61,1.56,2.48,16.0,3.01,4.0,4.52,39.0,69.85600000000001,324.0,16.0,2.0,1.0,0.0,4.0
Hideki Matsuyama,183.0,161.3,166.0,169.2,-0.127,55.4,82.65,54.5,68.54,72.31,63.44,71.56,67.3,63.74,37.5,79.55,85.65,80.64,87.21,55.04,63.72,85.29,62.5,52.44,582500.0,"$3,665,825",5.0,"$3,685,825","105' 9""",172.99,132.0,288.6,350.9,2.496,115.63,"24' 11""",56.98,304.4,6.6,56.52,10.57,14.1,396.0,18.48,1.4969999999999999,2412.4,7.22,9.86,,"2' 3""","9' 6""","12' 5""","69' 8""",32.05,1.598,28.77,4.04,23.35,1.68,2.27,12.0,3.04,3.97,4.53,42.0,69.766,299.0,12.0,5.0,0.0,4.0,5.0
Jason Day,183.1,169.5,160.2,166.3,-0.151,55.9,79.13,46.77,64.78,71.01,58.85,62.94,67.88,52.68,33.33,82.05,86.23,81.16,87.88,65.49,62.8,85.19,54.63,66.67,154000.0,"$1,943,898",5.0,"$2,153,898","108' 3""",174.07,300.0,289.9,319.9,2.4659999999999997,117.58,"23' 5""",55.9,299.7,6.1,55.23,10.66,16.79,388.0,17.87,1.4809999999999999,2410.4,7.47,9.92,,"2' 1""","9' 8""","2' 3""","72' 7""",31.28,1.581,28.45,3.75,21.38,1.45,2.38,5.0,2.98,4.04,4.59,25.0,70.163,199.0,5.0,,1.0,1.0,4.0
Scott Brown,183.1,164.7,162.5,167.0,-0.075,50.0,74.13,47.6,64.5,65.12,59.02,67.27,58.88,55.56,48.36,81.82,86.06,78.88,88.18,44.12,59.66,86.05,60.61,47.37,101000.0,"$963,412",1.0,"$963,412","96' 5""",165.9,238.0,272.7,306.0,2.444,111.57,"24' 0""",67.37,288.5,4.3,67.82,10.74,12.21,362.0,12.36,1.4880000000000002,2458.1,6.92,10.23,,"2' 2""","10' 8""","1' 4""","71' 6""",28.34,1.621,29.17,3.41,19.27,1.13,2.77,4.0,3.02,4.08,4.64,25.0,71.572,218.0,4.0,,1.0,3.0,4.0
Sergio Garcia,183.2,161.5,163.7,167.8,-0.1,72.7,77.36,60.17,68.31,80.25,62.35,61.36,60.71,51.72,57.89,73.81,85.81,83.84,90.57,55.07,59.36,87.5,49.28,55.56,70000.0,"$658,935",1.0,"$658,935","104' 9""",175.7,73.0,287.7,348.0,2.41,119.39,"24' 1""",60.62,305.8,4.9,59.33,9.59,17.98,429.0,13.71,1.472,2817.9,6.91,10.18,0.02,"2' 3""","8' 0""",,"64' 0""",30.0,1.63,29.34,3.84,21.59,1.36,2.57,2.0,3.13,3.98,4.64,14.0,70.574,169.0,2.0,,2.0,0.0,3.0
Scott Piercy,183.4,170.2,158.8,165.6,-0.055,69.2,72.92,54.81,64.73,80.19,58.62,62.42,60.56,51.45,39.5,76.36,82.87,81.88,85.71,36.19,57.28,87.23,59.85,35.71,101000.0,"$809,871",1.0,"$809,871","96' 4""",167.87,219.0,274.8,318.7,2.4619999999999997,111.58,"24' 10""",62.68,297.2,5.6,61.64,11.44,11.35,381.0,19.11,1.5030000000000001,2436.8,6.88,10.56,,"2' 1""","8' 7""","27' 5""","67' 4""",28.89,1.614,29.05,3.41,19.53,1.17,2.68,7.0,3.1,4.03,4.68,24.0,71.306,225.0,7.0,2.0,2.0,2.0,4.0
Carlos Ortiz,183.5,161.3,163.4,167.2,-0.1,45.3,78.32,56.89,66.74,77.69,62.68,65.46,66.28,57.92,43.7,83.87,85.43,82.76,85.95,48.67,62.65,91.89,61.58,50.0,160000.0,"$1,631,474",3.0,"$1,631,474","98' 3""",174.54,255.0,284.8,348.9,2.4459999999999997,116.42,"24' 1""",55.36,300.3,5.8,54.8,9.13,16.98,378.0,17.75,1.501,2713.3,7.14,10.13,0.01,"2' 4""","9' 10""","12' 4""","71' 10""",30.15,1.5959999999999999,28.74,3.71,21.53,1.48,2.36,12.0,3.03,4.0,4.63,33.0,70.528,267.0,12.0,,0.0,0.0,3.0
Dylan Frittelli,183.5,164.9,164.7,168.7,-0.077,41.5,74.64,54.0,65.79,71.53,60.87,72.32,60.71,56.16,45.57,71.67,81.51,77.87,84.83,50.69,61.78,92.68,58.28,50.53,153000.0,"$1,507,497",3.0,"$1,507,497","107' 9""",170.78,280.0,283.2,331.8,2.497,113.44,"25' 1""",60.8,291.3,6.8,61.09,9.75,14.2,377.0,15.04,1.505,2858.6,7.26,9.82,0.01,"2' 4""","9' 1""","24' 2""","71' 0""",30.27,1.598,28.77,3.76,21.41,1.32,2.62,8.0,3.09,4.01,4.62,31.0,70.63,308.0,8.0,,6.0,1.0,4.0
Viktor Hovland,183.7,159.4,160.8,165.8,-0.142,37.9,80.21,53.03,68.47,76.52,64.51,70.92,64.42,58.17,50.38,78.95,85.17,81.82,87.5,45.45,56.67,92.5,51.91,44.94,497500.0,"$1,982,275",3.0,"$2,079,775","111' 2""",168.99,76.0,283.7,333.1,2.508,113.14,"22' 6""",63.24,299.3,8.1,61.73,12.01,13.33,381.0,13.09,1.494,2488.9,7.14,10.26,0.01,"2' 2""","9' 0""","12' 3""","73' 11""",32.6,1.6,28.8,3.97,23.12,1.51,2.42,14.0,3.02,3.99,4.6,41.0,70.06,294.0,14.0,12.0,0.0,4.0,4.0
Adam Scott,183.7,176.4,168.0,172.6,-0.11199999999999999,50.0,82.59,52.34,68.13,80.0,63.01,75.0,65.71,53.41,43.59,63.64,82.3,81.5,86.81,55.07,60.09,95.0,66.67,53.66,171000.0,"$2,272,434",1.0,"$2,272,434","100' 3""",177.63,143.0,288.1,358.2,2.437,118.23,"24' 11""",55.49,308.1,3.9,54.59,9.36,18.6,400.0,17.87,1.5,2719.1,7.11,10.37,0.03,"2' 2""","9' 9""","27' 2""","75' 4""",31.18,1.601,28.82,3.79,22.08,1.57,2.26,7.0,3.01,3.98,4.64,19.0,69.977,144.0,7.0,3.0,0.0,0.0,4.0
Denny McCarthy,184.2,167.4,168.8,172.3,-0.12,40.8,80.27,48.31,67.46,75.0,63.14,73.3,65.7,57.81,48.52,81.63,87.44,83.17,89.33,49.64,56.98,90.32,56.08,50.94,110000.0,"$1,178,557",4.0,"$1,178,557","101' 11""",169.81,203.0,277.0,309.6,2.455,112.86,"23' 4""",61.6,293.8,5.4,62.76,11.08,12.82,363.0,15.14,1.5090000000000001,2532.6,7.35,10.06,,"2' 4""","10' 10""","15' 7""","85' 4""",34.19,1.589,28.61,4.22,23.95,1.52,2.55,7.0,3.02,3.99,4.61,34.0,70.454,325.0,7.0,6.0,4.0,2.0,4.0
